Employee_ID,Department,Gender,Age,Job_Title,Hire_Date,Years_At_Company,Education_Level,Performance_Score,Monthly_Stipend,Work_Hours_Per_Week,Projects_Handled,Overtime_Hours,Sick_Days,Remote_Work_Frequency,Team_Size,Training_Hours,Promotions,Intern_Satisfaction_Score,Resigned,Hire_Year,Hire_Month
62237,Engineering,Female,49,Engineer,2026-03-18 03:05:36,8,Bachelor,1,6600,53,18,17,12,0,15,52,0,3.37,False,2026,3
62238,IT,Male,60,Manager,2026-03-18 03:05:36,8,Bachelor,2,7200,49,37,27,4,25,3,33,2,3.95,False,2026,3
62239,Finance,Female,25,Developer,2026-03-18 03:05:36,5,High School,3,6500,46,2,11,5,0,3,71,1,4.56,False,2026,3
62240,Customer Support,Female,49,Consultant,2026-03-18 03:05:36,5,Bachelor,5,8250,59,39,16,3,100,16,78,2,3.66,False,2026,3
62241,Marketing,Male,48,Consultant,2026-03-18 03:05:36,0,Bachelor,5,8250,36,41,24,2,100,7,35,1,3.89,False,2026,3
62242,Customer Support,Male,60,Analyst,2026-03-18 03:05:36,6,Bachelor,1,4400,52,30,27,0,50,8,82,2,3.6,False,2026,3
62243,Marketing,Male,59,Developer,2026-03-18 03:05:36,6,Master,3,6500,35,37,24,1,75,13,97,1,4.95,False,2026,3
62244,Customer Support,Male,32,Technician,2026-03-18 03:05:36,0,Bachelor,1,3850,56,39,7,3,25,11,95,2,4.73,False,2026,3
62245,Sales,Male,24,Manager,2026-03-18 03:05:36,6,Bachelor,1,6600,37,18,23,13,0,18,43,1,2.49,False,2026,3
62246,Legal,Other,33,Manager,2026-03-18 03:05:36,1,Master,3,7800,43,29,14,4,50,18,10,2,2.56,True,2026,3
62247,Finance,Female,60,Specialist,2026-03-18 03:05:36,0,High School,1,4950,37,44,2,9,75,10,93,1,4.55,False,2026,3
62248,Legal,Female,48,Manager,2026-03-18 03:05:36,9,Master,4,8400,30,44,10,2,50,4,61,1,2.19,True,2026,3
62249,Operations,Male,50,Analyst,2026-03-18 03:05:36,3,Bachelor,1,4400,34,44,23,11,25,14,15,0,4.25,False,2026,3
62250,IT,Male,34,Consultant,2026-03-18 03:05:36,2,High School,3,7150,42,40,21,3,0,8,69,0,2.37,False,2026,3
62251,Legal,Female,30,Engineer,2026-03-18 03:05:36,9,High School,1,6600,46,9,20,9,0,10,20,0,1.34,True,2026,3
62252,Engineering,Female,50,Consultant,2026-03-18 03:05:36,0,High School,3,7150,37,20,0,2,0,19,99,2,2.34,False,2026,3
62253,Sales,Male,44,Technician,2026-03-18 03:05:36,7,High School,5,5250,40,47,23,2,0,4,61,1,2.86,False,2026,3
62254,Marketing,Female,45,Analyst,2026-03-18 03:05:36,4,Bachelor,1,4400,34,29,2,11,75,4,37,2,3.73,False,2026,3
62255,IT,Male,50,Consultant,2026-03-18 03:05:36,3,Bachelor,2,6600,55,49,1,10,100,17,71,2,2.19,False,2026,3
62256,Customer Support,Other,30,Specialist,2026-03-18 03:05:36,7,High School,4,6300,31,31,22,11,25,13,83,1,2.34,False,2026,3
62257,Operations,Male,34,Analyst,2026-03-18 03:05:36,3,Bachelor,5,6000,54,13,28,14,25,19,3,0,3.49,False,2026,3
62258,Marketing,Male,50,Manager,2026-03-18 03:05:36,3,Bachelor,1,6600,45,1,15,7,50,4,38,1,3.55,False,2026,3
62259,IT,Female,39,Specialist,2026-03-18 03:05:36,7,High School,3,5850,36,14,14,13,100,16,49,2,4.98,False,2026,3
62260,Finance,Male,38,Analyst,2026-03-18 03:05:36,4,High School,3,5200,41,42,13,4,25,10,47,1,1.22,False,2026,3
62261,Engineering,Male,54,Engineer,2026-03-18 03:05:36,4,PhD,4,8400,59,21,16,7,0,11,98,1,1.21,False,2026,3
62262,IT,Other,47,Consultant,2026-03-18 03:05:36,7,Bachelor,1,6050,38,26,8,4,25,1,94,0,1.35,False,2026,3
62263,IT,Male,43,Manager,2026-03-18 03:05:36,8,PhD,2,7200,33,43,0,13,0,2,47,0,3.36,False,2026,3
62264,IT,Female,38,Developer,2026-03-18 03:05:36,7,Bachelor,4,7000,36,38,28,2,100,14,49,0,4.94,False,2026,3
62265,Engineering,Male,42,Technician,2026-03-18 03:05:36,4,Bachelor,2,4200,54,31,5,13,50,6,7,2,1.12,False,2026,3
62266,Customer Support,Other,43,Developer,2026-03-18 03:05:36,0,High School,2,6000,59,20,8,10,25,11,59,0,2.59,False,2026,3
62267,IT,Female,27,Consultant,2026-03-18 03:05:36,7,Bachelor,2,6600,56,31,25,12,75,17,70,0,1.39,False,2026,3
62268,IT,Female,59,Analyst,2026-03-18 03:05:36,2,Bachelor,2,4800,44,41,14,12,50,7,98,0,3.13,True,2026,3
62269,Finance,Female,23,Consultant,2026-03-18 03:05:36,6,Master,2,6600,46,46,16,3,100,11,63,2,2.2,False,2026,3
62270,Sales,Female,60,Specialist,2026-03-18 03:05:36,1,Bachelor,3,5850,47,19,8,9,75,12,79,0,4.52,False,2026,3
62271,Marketing,Female,44,Manager,2026-03-18 03:05:36,6,High School,1,6600,39,41,23,10,25,4,85,1,3.56,False,2026,3
62272,Operations,Male,54,Developer,2026-03-18 03:05:36,2,Bachelor,3,6500,56,38,22,1,25,17,66,1,3.28,False,2026,3
62273,Sales,Male,56,Specialist,2026-03-18 03:05:36,6,Bachelor,1,4950,51,35,0,8,75,9,31,0,1.75,False,2026,3
62274,HR,Female,47,Technician,2026-03-18 03:05:36,3,Master,4,4900,32,4,8,4,25,8,67,2,2.63,False,2026,3
62275,Sales,Other,53,Analyst,2026-03-18 03:05:36,0,High School,4,5600,38,6,27,12,25,16,6,2,2.79,False,2026,3
62276,Operations,Female,41,Developer,2026-03-18 03:05:36,2,PhD,3,6500,59,24,9,13,50,14,84,2,2.57,False,2026,3
62277,Legal,Male,25,Engineer,2026-03-18 03:05:36,6,Master,5,9000,44,34,2,2,100,4,23,1,4.63,False,2026,3
62278,HR,Female,52,Consultant,2026-03-18 03:05:36,1,Bachelor,5,8250,58,24,29,4,25,1,67,0,2.28,False,2026,3
62279,Finance,Female,41,Developer,2026-03-18 03:05:36,5,Bachelor,3,6500,37,34,29,13,100,14,47,0,1.95,False,2026,3
62280,IT,Male,43,Developer,2026-03-18 03:05:36,4,High School,2,6000,52,36,19,3,25,10,28,2,4.25,True,2026,3
62281,Customer Support,Male,35,Technician,2026-03-18 03:05:36,0,High School,2,4200,34,36,1,12,50,11,59,2,2.67,False,2026,3
62282,Marketing,Male,57,Manager,2026-03-18 03:05:36,0,Bachelor,2,7200,34,37,28,13,50,4,77,2,2.38,False,2026,3
62283,Engineering,Male,40,Technician,2026-03-18 03:05:36,0,High School,5,5250,54,14,10,0,100,10,27,1,2.93,False,2026,3
62284,Legal,Female,58,Analyst,2026-03-18 03:05:36,3,High School,2,4800,47,28,10,2,75,18,56,0,3.87,False,2026,3
62285,Customer Support,Female,38,Analyst,2026-03-18 03:05:36,1,High School,1,4400,41,0,28,12,50,14,50,0,3.35,True,2026,3
62286,Legal,Male,24,Developer,2026-03-18 03:05:36,6,Bachelor,3,6500,53,48,21,0,0,5,30,2,2.68,False,2026,3
62287,Engineering,Female,38,Technician,2026-03-18 03:05:36,6,Bachelor,1,3850,40,45,24,3,0,19,46,1,4.31,False,2026,3
62288,Sales,Male,35,Developer,2026-03-18 03:05:36,2,Bachelor,4,7000,54,35,28,3,75,8,41,0,4.52,True,2026,3
62289,Customer Support,Female,23,Developer,2026-03-18 03:05:36,4,PhD,2,6000,44,11,25,14,75,7,2,0,1.76,False,2026,3
62290,Marketing,Male,57,Analyst,2026-03-18 03:05:36,1,Bachelor,5,6000,36,10,3,10,50,9,10,1,4.4,False,2026,3
62291,Customer Support,Male,28,Engineer,2026-03-18 03:05:36,7,Bachelor,1,6600,50,36,8,5,75,4,95,1,1.14,False,2026,3
62292,HR,Male,24,Specialist,2026-03-18 03:05:36,2,Bachelor,4,6300,39,27,5,4,50,3,73,2,4.72,False,2026,3
62293,Finance,Female,52,Specialist,2026-03-18 03:05:36,6,Bachelor,4,6300,39,31,11,7,100,5,81,0,3.8,True,2026,3
62294,Finance,Male,50,Engineer,2026-03-18 03:05:36,5,Master,2,7200,47,25,12,2,75,9,67,2,1.41,False,2026,3
62295,IT,Male,43,Analyst,2026-03-18 03:05:36,6,High School,1,4400,43,48,13,4,50,6,71,1,3.46,False,2026,3
62296,Customer Support,Female,52,Manager,2026-03-18 03:05:36,0,Bachelor,4,8400,41,48,18,0,25,19,72,2,1.34,False,2026,3
62297,Engineering,Male,32,Developer,2026-03-18 03:05:36,6,Bachelor,2,6000,39,6,23,6,0,12,92,0,1.56,False,2026,3
62298,HR,Female,34,Engineer,2026-03-18 03:05:36,9,High School,3,7800,53,1,15,11,0,15,46,1,4.7,False,2026,3
62299,HR,Male,39,Technician,2026-03-18 03:05:36,5,Bachelor,3,4550,36,47,27,1,25,11,33,1,1.54,False,2026,3
62300,Operations,Male,31,Consultant,2026-03-18 03:05:36,8,High School,5,8250,59,41,16,9,0,5,7,0,3.82,False,2026,3
62301,Legal,Male,45,Consultant,2026-03-18 03:05:36,3,Bachelor,2,6600,36,10,6,8,25,4,74,1,4.35,False,2026,3
62302,Marketing,Male,55,Manager,2026-03-18 03:05:36,6,Bachelor,3,7800,43,15,14,12,50,14,98,1,3.52,False,2026,3
62303,Legal,Female,60,Specialist,2026-03-18 03:05:36,4,Bachelor,3,5850,35,9,2,7,50,2,85,1,2.16,False,2026,3
62304,HR,Female,56,Developer,2026-03-18 03:05:36,8,High School,5,7500,51,46,1,7,0,19,14,0,4.54,False,2026,3
62305,Marketing,Female,42,Consultant,2026-03-18 03:05:36,8,Bachelor,5,8250,51,7,20,6,75,2,69,1,3.52,False,2026,3
62306,Engineering,Male,56,Analyst,2026-03-18 03:05:36,0,Master,3,5200,46,39,20,6,100,7,74,2,2.85,True,2026,3
62307,Marketing,Female,58,Analyst,2026-03-18 03:05:36,6,High School,5,6000,47,22,7,8,50,15,57,0,2.36,False,2026,3
62308,Marketing,Female,30,Developer,2026-03-18 03:05:36,0,Bachelor,3,6500,47,14,11,8,50,4,38,1,4.01,True,2026,3
62309,Marketing,Male,31,Developer,2026-03-18 03:05:36,2,Bachelor,4,7000,48,46,13,7,0,8,74,2,3.96,False,2026,3
62310,Sales,Male,23,Developer,2026-03-18 03:05:36,3,Bachelor,5,7500,54,1,9,1,100,18,54,0,2.44,False,2026,3
62311,Finance,Female,60,Manager,2026-03-18 03:05:36,4,High School,3,7800,50,15,11,14,100,5,57,1,1.46,False,2026,3
62312,Legal,Female,46,Manager,2026-03-18 03:05:36,2,High School,3,7800,45,45,8,9,100,2,99,0,2.05,False,2026,3
62313,Sales,Male,60,Manager,2026-03-18 03:05:36,1,Master,2,7200,42,48,17,13,50,11,38,0,1.9,False,2026,3
62314,Operations,Female,40,Specialist,2026-03-18 03:05:36,8,Bachelor,4,6300,33,36,24,3,50,5,92,0,2.83,False,2026,3
62315,Operations,Female,38,Consultant,2026-03-18 03:05:36,9,High School,5,8250,30,24,9,9,0,15,6,1,1.32,False,2026,3
62316,IT,Male,53,Developer,2026-03-18 03:05:36,8,Bachelor,1,5500,30,39,13,2,0,5,18,2,3.83,False,2026,3
62317,Customer Support,Female,58,Engineer,2026-03-18 03:05:36,0,High School,4,8400,33,43,21,9,0,1,85,2,4.68,False,2026,3
62318,Operations,Female,26,Technician,2026-03-18 03:05:36,4,Bachelor,2,4200,45,41,14,11,25,16,31,0,4.74,False,2026,3
62319,HR,Female,34,Specialist,2026-03-18 03:05:36,3,Master,1,4950,59,29,10,14,75,14,30,1,2.0,True,2026,3
62320,Engineering,Male,39,Analyst,2026-03-18 03:05:36,8,Master,5,6000,40,33,26,1,0,1,13,1,2.86,False,2026,3
62321,Engineering,Male,41,Developer,2026-03-18 03:05:36,8,Bachelor,1,5500,36,36,9,10,50,1,69,0,4.0,False,2026,3
62322,Engineering,Female,53,Specialist,2026-03-18 03:05:36,5,Master,4,6300,42,13,29,12,25,15,7,2,3.03,True,2026,3
62323,IT,Female,22,Engineer,2026-03-18 03:05:36,1,High School,4,8400,37,44,12,5,100,1,58,2,3.07,False,2026,3
62324,IT,Female,40,Developer,2026-03-18 03:05:36,3,Master,2,6000,49,30,17,6,75,8,29,0,4.28,False,2026,3
62325,IT,Other,41,Engineer,2026-03-18 03:05:36,6,Bachelor,3,7800,35,21,0,7,50,12,68,1,3.18,False,2026,3
62326,Marketing,Female,48,Specialist,2026-03-18 03:05:36,6,High School,5,6750,36,18,15,1,100,16,33,1,4.14,False,2026,3
62327,Marketing,Female,56,Analyst,2026-03-18 03:05:36,6,Bachelor,4,5600,38,15,15,12,25,17,92,1,4.6,False,2026,3
62328,HR,Female,26,Specialist,2026-03-18 03:05:36,2,Bachelor,4,6300,56,29,28,11,100,4,55,0,1.12,False,2026,3
62329,Operations,Female,35,Consultant,2026-03-18 03:05:36,9,Bachelor,3,7150,33,19,2,1,50,3,16,2,4.9,False,2026,3
62330,Sales,Female,39,Consultant,2026-03-18 03:05:36,8,Bachelor,4,7700,53,28,16,13,50,18,81,0,4.04,False,2026,3
62331,Engineering,Other,45,Manager,2026-03-18 03:05:36,8,Bachelor,4,8400,43,32,7,5,75,10,5,1,1.82,False,2026,3
62332,Finance,Female,58,Engineer,2026-03-18 03:05:36,5,Bachelor,2,7200,42,38,5,14,100,12,90,0,2.21,False,2026,3
62333,Operations,Female,57,Consultant,2026-03-18 03:05:36,4,PhD,5,8250,57,41,28,5,75,8,88,2,4.58,False,2026,3
62334,Sales,Female,33,Consultant,2026-03-18 03:05:36,6,Bachelor,5,8250,40,30,21,10,25,12,51,0,1.21,False,2026,3
62335,Finance,Female,24,Technician,2026-03-18 03:05:36,3,High School,2,4200,59,7,7,5,50,4,7,2,2.69,False,2026,3
62336,IT,Male,57,Specialist,2026-03-18 03:05:36,9,Bachelor,1,4950,37,43,11,2,100,17,96,2,4.71,False,2026,3
62337,Marketing,Male,25,Developer,2026-03-18 03:05:36,5,Bachelor,1,5500,35,11,14,9,75,5,74,1,1.82,False,2026,3
62338,Legal,Female,46,Analyst,2026-03-18 03:05:36,7,Bachelor,3,5200,51,38,16,13,100,10,14,2,4.28,False,2026,3
62339,HR,Male,31,Analyst,2026-03-18 03:05:36,9,Bachelor,4,5600,42,14,24,9,100,15,74,2,1.03,False,2026,3
62340,Sales,Female,55,Analyst,2026-03-18 03:05:36,3,Bachelor,1,4400,53,42,15,12,100,1,73,2,4.34,False,2026,3
62341,IT,Male,29,Analyst,2026-03-18 03:05:36,2,High School,5,6000,51,4,14,7,75,4,94,0,2.25,False,2026,3
62342,Finance,Male,60,Technician,2026-03-18 03:05:36,7,High School,5,5250,47,45,26,10,0,8,6,2,4.14,False,2026,3
62343,Customer Support,Male,50,Technician,2026-03-18 03:05:36,9,Master,5,5250,54,37,6,12,100,13,52,1,4.56,False,2026,3
62344,Engineering,Female,41,Manager,2026-03-18 03:05:36,0,Bachelor,1,6600,55,45,4,14,50,6,72,1,3.07,False,2026,3
62345,Sales,Male,58,Analyst,2026-03-18 03:05:36,9,High School,1,4400,53,24,0,12,75,9,2,1,3.21,False,2026,3
62346,Operations,Female,38,Developer,2026-03-18 03:05:36,4,Master,2,6000,51,6,7,6,25,17,55,2,4.46,False,2026,3
62347,Finance,Male,25,Engineer,2026-03-18 03:05:36,7,High School,2,7200,41,48,17,11,75,8,73,0,2.35,False,2026,3
62348,Sales,Female,58,Developer,2026-03-18 03:05:36,1,Bachelor,4,7000,36,8,21,11,100,2,5,2,3.92,False,2026,3
62349,HR,Male,59,Specialist,2026-03-18 03:05:36,3,PhD,4,6300,35,10,6,4,100,12,70,2,3.38,False,2026,3
62350,IT,Female,51,Analyst,2026-03-18 03:05:36,3,High School,4,5600,42,46,26,7,75,19,37,2,1.96,False,2026,3
62351,Operations,Female,44,Manager,2026-03-18 03:05:36,9,Bachelor,4,8400,52,24,17,7,0,12,77,0,2.83,True,2026,3
62352,Operations,Male,49,Developer,2026-03-18 03:05:36,9,Bachelor,1,5500,30,1,17,12,75,18,15,2,3.94,False,2026,3
62353,Finance,Female,23,Specialist,2026-03-18 03:05:36,9,Bachelor,1,4950,59,32,3,12,100,2,3,0,2.45,False,2026,3
62354,IT,Female,56,Technician,2026-03-18 03:05:36,9,PhD,4,4900,35,14,1,10,100,8,59,2,4.95,False,2026,3
62355,Operations,Male,57,Manager,2026-03-18 03:05:36,2,Bachelor,2,7200,51,47,13,5,50,15,56,2,1.61,False,2026,3
62356,Operations,Male,26,Specialist,2026-03-18 03:05:36,7,Master,4,6300,36,13,19,14,25,7,78,0,2.22,False,2026,3
62357,HR,Male,23,Engineer,2026-03-18 03:05:36,7,Master,2,7200,60,32,20,12,25,13,59,1,2.4,False,2026,3
62358,Operations,Other,30,Analyst,2026-03-18 03:05:36,0,High School,5,6000,31,44,9,8,100,18,36,1,4.35,False,2026,3
62359,Marketing,Male,47,Analyst,2026-03-18 03:05:36,7,High School,5,6000,38,26,23,2,75,2,45,1,3.54,True,2026,3
62360,Finance,Male,45,Technician,2026-03-18 03:05:36,3,High School,4,4900,41,20,28,6,50,11,34,1,3.42,False,2026,3
62361,Legal,Female,60,Developer,2026-03-18 03:05:36,2,Bachelor,2,6000,35,49,11,0,25,18,19,0,1.25,False,2026,3
62362,Marketing,Female,39,Manager,2026-03-18 03:05:36,0,Bachelor,5,9000,38,48,1,4,75,17,90,2,1.38,False,2026,3
62363,HR,Other,41,Analyst,2026-03-18 03:05:36,5,Bachelor,1,4400,32,28,5,7,75,14,90,0,2.84,False,2026,3
62364,Legal,Female,58,Specialist,2026-03-18 03:05:36,2,Bachelor,4,6300,41,17,7,7,100,19,62,2,3.03,False,2026,3
62365,Finance,Female,54,Technician,2026-03-18 03:05:36,9,Bachelor,1,3850,44,37,11,2,25,13,49,0,2.88,False,2026,3
62366,Marketing,Female,32,Developer,2026-03-18 03:05:36,3,Bachelor,1,5500,60,0,10,0,0,17,57,2,2.13,False,2026,3
62367,Operations,Female,51,Consultant,2026-03-18 03:05:36,5,High School,4,7700,51,28,2,4,50,12,57,0,3.01,False,2026,3
62368,Sales,Female,46,Technician,2026-03-18 03:05:36,7,Bachelor,3,4550,35,2,1,3,25,14,46,0,2.17,False,2026,3
62369,Engineering,Male,45,Technician,2026-03-18 03:05:36,1,Bachelor,2,4200,52,14,29,14,25,19,70,1,1.63,False,2026,3
62370,HR,Female,39,Specialist,2026-03-18 03:05:36,8,Master,2,5400,45,15,1,0,25,7,1,0,1.5,False,2026,3
62371,Operations,Female,43,Consultant,2026-03-18 03:05:36,2,High School,1,6050,50,35,4,9,0,17,70,2,2.45,False,2026,3
62372,Engineering,Female,46,Analyst,2026-03-18 03:05:36,0,Bachelor,1,4400,40,29,7,7,25,10,77,1,1.42,False,2026,3
62373,Marketing,Female,30,Technician,2026-03-18 03:05:36,0,Bachelor,4,4900,36,39,14,11,50,18,36,2,1.03,False,2026,3
62374,Marketing,Male,30,Technician,2026-03-18 03:05:36,2,Bachelor,3,4550,48,36,23,3,0,5,86,1,1.0,False,2026,3
62375,Customer Support,Female,59,Technician,2026-03-18 03:05:36,6,High School,2,4200,42,25,1,6,25,4,26,1,2.43,False,2026,3
62376,Operations,Female,33,Consultant,2026-03-18 03:05:36,3,Bachelor,4,7700,45,38,28,12,0,9,14,0,2.59,False,2026,3
62377,IT,Male,57,Specialist,2026-03-18 03:05:36,2,High School,3,5850,50,47,15,8,0,1,79,2,4.4,False,2026,3
62378,Legal,Female,26,Engineer,2026-03-18 03:05:36,8,Bachelor,1,6600,47,25,1,5,50,18,98,2,2.25,False,2026,3
62379,Finance,Other,24,Consultant,2026-03-18 03:05:36,9,Bachelor,5,8250,31,6,6,12,50,19,12,0,1.47,False,2026,3
62380,IT,Female,43,Developer,2026-03-18 03:05:36,6,Bachelor,2,6000,58,43,10,13,25,16,53,2,1.67,False,2026,3
62381,Finance,Female,26,Developer,2026-03-18 03:05:36,0,Bachelor,5,7500,39,21,17,2,100,13,0,2,3.02,False,2026,3
62382,Customer Support,Male,26,Engineer,2026-03-18 03:05:36,8,Bachelor,5,9000,60,49,8,7,100,18,98,2,4.31,False,2026,3
62383,HR,Male,49,Developer,2026-03-18 03:05:36,7,Bachelor,3,6500,42,21,4,5,25,17,10,2,4.26,False,2026,3
62384,IT,Male,45,Manager,2026-03-18 03:05:36,1,Bachelor,2,7200,40,40,5,3,0,7,32,0,3.61,True,2026,3
62385,Finance,Male,35,Specialist,2026-03-18 03:05:36,3,Bachelor,2,5400,57,37,28,1,0,1,39,1,3.07,False,2026,3
62386,Sales,Other,36,Engineer,2026-03-18 03:05:36,6,PhD,4,8400,53,44,1,12,50,16,48,0,3.05,False,2026,3
62387,Finance,Male,41,Developer,2026-03-18 03:05:36,4,Master,1,5500,36,16,1,11,100,14,12,1,3.88,False,2026,3
62388,Sales,Female,29,Specialist,2026-03-18 03:05:36,0,Bachelor,2,5400,44,31,23,3,100,10,18,2,1.36,False,2026,3
62389,IT,Male,60,Developer,2026-03-18 03:05:36,2,Bachelor,1,5500,50,40,1,14,25,8,47,0,2.41,False,2026,3
62390,Engineering,Female,49,Technician,2026-03-18 03:05:36,5,High School,3,4550,35,20,2,4,100,10,31,2,3.86,False,2026,3
62391,IT,Female,32,Engineer,2026-03-18 03:05:36,3,Bachelor,1,6600,33,6,13,7,100,10,15,1,4.56,False,2026,3
62392,Marketing,Female,47,Specialist,2026-03-18 03:05:36,7,Bachelor,4,6300,34,3,19,12,50,3,96,1,4.89,False,2026,3
62393,Customer Support,Male,39,Consultant,2026-03-18 03:05:36,0,Master,4,7700,59,48,14,7,0,16,15,0,2.88,False,2026,3
62394,Sales,Male,53,Specialist,2026-03-18 03:05:36,0,Bachelor,2,5400,49,23,0,8,50,1,50,1,1.46,True,2026,3
62395,IT,Female,44,Consultant,2026-03-18 03:05:36,3,Master,1,6050,42,37,5,12,100,7,52,1,4.66,False,2026,3
62396,Marketing,Female,56,Technician,2026-03-18 03:05:36,0,Bachelor,1,3850,49,37,9,7,100,8,90,2,1.98,False,2026,3
62397,Operations,Female,46,Analyst,2026-03-18 03:05:36,7,High School,4,5600,59,23,20,9,0,16,63,1,1.49,True,2026,3
62398,Operations,Female,52,Engineer,2026-03-18 03:05:36,6,High School,3,7800,40,23,21,6,75,16,84,2,3.72,True,2026,3
62399,Marketing,Female,30,Consultant,2026-03-18 03:05:36,9,High School,1,6050,45,40,20,12,100,7,46,2,1.73,False,2026,3
62400,Finance,Female,27,Specialist,2026-03-18 03:05:36,2,Master,1,4950,39,38,16,8,75,7,98,2,2.52,False,2026,3
62401,Operations,Male,47,Developer,2026-03-18 03:05:36,5,Bachelor,5,7500,51,32,27,4,50,8,60,0,1.36,False,2026,3
62402,Finance,Female,59,Technician,2026-03-18 03:05:36,3,Bachelor,5,5250,47,20,20,13,25,5,54,1,2.57,False,2026,3
62403,Operations,Male,27,Manager,2026-03-18 03:05:36,2,High School,4,8400,32,40,26,13,75,19,38,2,4.56,False,2026,3
62404,HR,Female,39,Technician,2026-03-18 03:05:36,0,Bachelor,3,4550,36,32,4,7,50,7,11,1,2.44,True,2026,3
62405,Operations,Female,52,Manager,2026-03-18 03:05:36,7,Bachelor,2,7200,31,1,3,3,100,13,40,2,1.66,False,2026,3
62406,Customer Support,Female,52,Consultant,2026-03-18 03:05:36,5,Bachelor,4,7700,49,12,26,2,100,11,71,2,2.84,False,2026,3
62407,IT,Female,56,Consultant,2026-03-18 03:05:36,5,Bachelor,4,7700,60,13,5,9,75,4,5,2,3.12,False,2026,3
62408,Sales,Female,57,Developer,2026-03-18 03:05:36,4,High School,1,5500,36,25,5,3,0,2,77,2,4.16,False,2026,3
62409,Operations,Female,37,Technician,2026-03-18 03:05:36,5,Bachelor,3,4550,39,33,11,11,25,5,91,1,1.75,False,2026,3
62410,Engineering,Female,25,Analyst,2026-03-18 03:05:36,7,Bachelor,3,5200,59,18,15,5,25,3,26,2,1.41,False,2026,3
62411,Legal,Male,41,Analyst,2026-03-18 03:05:36,2,Bachelor,4,5600,59,8,24,5,0,12,88,2,2.95,False,2026,3
62412,Customer Support,Female,37,Consultant,2026-03-18 03:05:36,4,High School,4,7700,51,16,12,12,50,15,80,2,1.26,False,2026,3
62413,Customer Support,Female,47,Manager,2026-03-18 03:05:36,1,High School,4,8400,41,23,17,6,0,8,66,0,3.49,False,2026,3
62414,HR,Male,49,Consultant,2026-03-18 03:05:36,6,Bachelor,4,7700,41,7,29,6,50,7,72,0,2.1,False,2026,3
62415,Engineering,Male,57,Consultant,2026-03-18 03:05:36,6,High School,2,6600,51,15,19,13,25,17,76,2,4.69,False,2026,3
62416,Legal,Male,49,Engineer,2026-03-18 03:05:36,6,Bachelor,4,8400,47,49,17,9,100,6,34,1,2.31,False,2026,3
62417,Marketing,Male,54,Technician,2026-03-18 03:05:36,4,Bachelor,5,5250,59,22,11,1,0,18,65,1,2.91,False,2026,3
62418,Operations,Female,56,Developer,2026-03-18 03:05:36,5,Bachelor,2,6000,32,41,27,0,75,10,25,0,2.03,True,2026,3
62419,HR,Other,33,Specialist,2026-03-18 03:05:36,1,Bachelor,2,5400,33,13,29,1,25,19,88,2,1.24,False,2026,3
62420,Operations,Male,54,Consultant,2026-03-18 03:05:36,9,PhD,1,6050,51,41,26,12,100,5,46,1,2.94,False,2026,3
62421,Sales,Female,57,Manager,2026-03-18 03:05:36,0,Master,4,8400,46,30,13,1,100,2,52,0,3.32,False,2026,3
62422,Finance,Female,51,Engineer,2026-03-18 03:05:36,8,Bachelor,5,9000,40,14,3,5,75,18,24,2,1.5,False,2026,3
62423,Engineering,Male,46,Technician,2026-03-18 03:05:36,3,Master,4,4900,53,12,6,1,100,19,4,0,4.19,False,2026,3
62424,Legal,Female,54,Engineer,2026-03-18 03:05:36,3,Bachelor,1,6600,46,24,7,14,0,17,15,0,2.51,False,2026,3
62425,Legal,Female,53,Consultant,2026-03-18 03:05:36,7,High School,5,8250,60,6,24,2,100,7,23,0,1.8,False,2026,3
62426,Operations,Male,43,Developer,2026-03-18 03:05:36,1,PhD,3,6500,31,45,14,8,25,9,99,2,4.22,False,2026,3
62427,Marketing,Female,53,Technician,2026-03-18 03:05:36,4,Bachelor,3,4550,48,39,8,0,25,12,27,1,1.31,True,2026,3
62428,Customer Support,Female,50,Analyst,2026-03-18 03:05:36,8,High School,2,4800,35,5,27,9,100,1,28,1,4.47,False,2026,3
62429,Customer Support,Male,41,Developer,2026-03-18 03:05:36,9,Bachelor,3,6500,38,4,27,3,25,9,82,0,1.13,False,2026,3
62430,Finance,Male,36,Manager,2026-03-18 03:05:36,0,High School,1,6600,45,27,10,9,0,14,85,2,3.99,False,2026,3
62431,IT,Female,35,Consultant,2026-03-18 03:05:36,4,Bachelor,4,7700,37,48,17,5,50,12,83,0,2.97,False,2026,3
62432,IT,Female,28,Consultant,2026-03-18 03:05:36,0,Bachelor,5,8250,44,44,12,2,50,4,43,2,2.89,False,2026,3
62433,Finance,Male,34,Consultant,2026-03-18 03:05:36,5,High School,5,8250,50,18,6,5,75,19,33,0,3.58,False,2026,3
62434,IT,Male,40,Developer,2026-03-18 03:05:36,8,Bachelor,4,7000,51,6,10,12,25,4,55,2,2.04,True,2026,3
62435,Operations,Female,57,Developer,2026-03-18 03:05:36,4,High School,5,7500,35,29,5,2,50,5,7,1,3.59,False,2026,3
62436,HR,Female,28,Developer,2026-03-18 03:05:36,3,Bachelor,2,6000,56,4,22,6,0,5,20,2,2.9,False,2026,3
62437,Operations,Female,35,Technician,2026-03-18 03:05:36,3,High School,2,4200,54,0,17,4,25,9,66,0,2.93,False,2026,3
62438,Operations,Male,52,Manager,2026-03-18 03:05:36,2,High School,4,8400,34,33,5,10,75,8,32,1,3.82,False,2026,3
